analysis_date,time_sec,X_vibration,Y_vibration,Z_vibration
2018-07-26 15:14:00,4.16503,0.152249,-0.152164,-1.63649
2018-07-26 15:14:00,4.17509,0.121137,-0.216702,-1.46985
2018-07-26 15:14:00,4.18515,0.159461,-0.305479,-1.22182
2018-07-26 15:14:00,4.19521,0.208156,-0.310804,-0.869659
2018-07-26 15:14:00,4.20527,0.174935,-0.260412,-0.418583
2018-07-26 15:14:00,4.21533,0.0716483,-0.213007,0.107811
2018-07-26 15:14:00,4.22539,-0.0288111,-0.0969532,0.851939
2018-07-26 15:14:00,4.23545,-0.11192,0.0567449,1.54211
2018-07-26 15:14:00,4.24552,-0.233946,0.207072,2.00725
2018-07-26 15:14:00,4.25558,-0.377544,0.344901,2.27349
2018-07-26 15:14:00,4.26564,-0.449514,0.48102,2.25925
2018-07-26 15:14:00,4.2757,-0.362646,0.442175,1.90726
2018-07-26 15:14:00,4.28576,-0.0837518,0.226753,1.1006
2018-07-26 15:14:00,4.29582,0.142934,0.108778,0.296038
2018-07-26 15:14:00,4.30588,0.126899,0.0923254,-0.375701
2018-07-26 15:14:00,4.31594,0.0565175,-0.00752308,-0.962298
2018-07-26 15:14:00,4.326,0.0965281,-0.0689391,-1.48633
2018-07-26 15:14:00,4.33606,0.201138,-0.125277,-1.80013
2018-07-26 15:14:00,4.34612,0.291191,-0.215589,-1.8873
2018-07-26 15:14:00,4.35618,0.276463,-0.307708,-1.92871
2018-07-26 15:14:00,4.36624,0.171924,-0.338053,-1.86016
2018-07-26 15:14:00,4.3763,0.135748,-0.382657,-1.57138
2018-07-26 15:14:00,4.38636,0.231836,-0.448874,-1.06631
2018-07-26 15:14:00,4.39642,0.284964,-0.390079,-0.287695
2018-07-26 15:14:00,4.40648,0.124099,-0.196564,0.898891
2018-07-26 15:14:00,4.41654,-0.255102,0.126422,1.92487
2018-07-26 15:14:00,4.4266,-0.56998,0.413075,2.30665
2018-07-26 15:14:00,4.43666,-0.639924,0.544582,2.30383
2018-07-26 15:14:00,4.44672,-0.466284,0.519299,2.0246
2018-07-26 15:14:00,4.45679,-0.205575,0.408011,1.47207
2018-07-26 15:14:00,4.46685,-0.0437904,0.306494,0.71251
2018-07-26 15:14:00,4.47691,0.00965287,0.206228,-0.0457876
2018-07-26 15:14:00,4.48697,0.0551733,0.0769955,-0.614264
2018-07-26 15:14:00,4.49703,0.202169,-0.0383979,-0.90607
2018-07-26 15:14:00,4.50709,0.294131,-0.145031,-1.10904
2018-07-26 15:14:00,4.51715,0.273011,-0.20369,-1.25384
2018-07-26 15:14:00,4.52721,0.217372,-0.260598,-1.36553
2018-07-26 15:14:00,4.53727,0.205619,-0.264564,-1.34761
2018-07-26 15:14:00,4.54733,0.1924,-0.279012,-1.19063
2018-07-26 15:14:00,4.55739,0.131907,-0.276229,-0.938506
2018-07-26 15:14:00,4.56745,0.0163341,-0.198873,-0.713427
2018-07-26 15:14:00,4.57751,-0.0567862,-0.148059,-0.390085
2018-07-26 15:14:00,4.58757,-0.0753621,-0.113425,0.157982
2018-07-26 15:14:00,4.59763,-0.159726,-0.00769804,0.940756
2018-07-26 15:14:00,4.60769,-0.25767,0.245015,1.6352
2018-07-26 15:14:00,4.61775,-0.334632,0.433896,1.89887
2018-07-26 15:14:00,4.62781,-0.279871,0.368462,1.7433
2018-07-26 15:14:00,4.63787,-0.059698,0.252959,1.33807
2018-07-26 15:14:00,4.64793,0.0595691,0.222937,0.874295
2018-07-26 15:14:00,4.65799,0.0432553,0.16374,0.308995
2018-07-26 15:14:00,4.66805,-0.0327301,0.1078,-0.267018
2018-07-26 15:14:00,4.67812,0.0451855,-0.0155599,-0.702892
2018-07-26 15:14:00,4.68818,0.195483,-0.208629,-1.01201
2018-07-26 15:14:00,4.69824,0.225602,-0.297273,-1.14136
2018-07-26 15:14:00,4.7083,0.170861,-0.306362,-1.11729
2018-07-26 15:14:00,4.71836,0.124773,-0.409196,-0.842739
2018-07-26 15:14:00,4.72842,0.102274,-0.462127,-0.176079
2018-07-26 15:14:00,4.73848,-0.0213233,-0.270914,0.776597
2018-07-26 15:14:00,4.74854,-0.198038,0.0232121,1.25983
2018-07-26 15:14:00,4.7586,-0.289661,0.17833,1.3584
2018-07-26 15:14:00,4.76866,-0.327672,0.279781,1.37717
2018-07-26 15:14:00,4.77872,-0.258847,0.344227,1.10846
2018-07-26 15:14:00,4.78878,-0.17061,0.291814,0.548458
2018-07-26 15:14:00,4.79884,-0.116997,0.180643,0.0318792
2018-07-26 15:14:00,4.8089,0.0221474,0.205725,-0.517276
2018-07-26 15:14:00,4.81896,0.0894234,0.232855,-1.15686
2018-07-26 15:14:00,4.82902,0.179134,0.181684,-1.60498
2018-07-26 15:14:00,4.83908,0.348183,0.0083562,-1.98131
2018-07-26 15:14:00,4.84914,0.396557,-0.129434,-2.20249
2018-07-26 15:14:00,4.8592,0.238567,-0.149123,-2.13223
2018-07-26 15:14:00,4.86926,0.162162,-0.18558,-1.93048
